갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2005,신규,21.11~22.11,2021,동양파라빌,숭인동,"1,000",종로구,10,60,13,27.09, , ,1388,11110,4
 ,2005,신규,21.10~22.10,2021,동양파라빌,숭인동,"5,000",종로구,10,40,13,27.09, , ,1388,11110,14
 ,2013,신규,21.10~22.10,2021,(1392),숭인동,500,종로구,10,55,13,20.18, , ,1392,11110,5
 ,2005,신규,21.10~22.10,2021,엘리시앙오피스텔,숭인동,"2,000",종로구,10,35,15,20.64, , ,200-33,11110,12
 ,2020,신규,21.11~22.10,2021,블루카운티 숭인Ⅰ,숭인동,"1,000",종로구,10,77,16,26.73, , ,217-16,11110,7
 ,2020,신규,21.11~23.11,2021,(317-29),숭인동,"25,000",종로구,10,0,18,24.47, , ,317-29,11110,2
 ,2004,신규,21.12~22.12,2021,종로대우디오빌,숭인동,"7,000",종로구,10,45,18,36.87, , ,310,11110,8
 ,2021,신규,21.12~22.12,2021,숭인한성아펠시티,숭인동,"1,000",종로구,10,85,19,20.51, , ,1368,11110,11
 ,2004,신규,21.12~22.12,2021,종로대우디오빌,숭인동,500,종로구,10,65,20,28.89, , ,310,11110,13
 ,2021,신규,21.11~23.11,2021,숭인한성아펠시티,숭인동,"5,000",종로구,10,70,20,22.28, , ,1368,11110,12
 ,2013,신규,21.11~22.11,2021,(1392),숭인동,"3,000",종로구,10,45,20,20.18, , ,1392,11110,4
 ,2020, , ,2021,(317-29),숭인동,"3,350",종로구,10,11,20,18.74, , ,317-29,11110,9
 ,2021,신규,21.11~23.11,2021,숭인한성아펠시티,숭인동,"1,000",종로구,10,90,21,21.45, , ,1368,11110,9
 ,2016, , ,2021,아폴리움 오피스텔,숭인동,"13,500",종로구,10,0,22,15.2, , ,201-7,11110,13
 ,2013,신규,21.11~22.11,2021,종로 동광모닝스카이,숭인동,500,종로구,10,55,26,19.95, , ,1421-1,11110,5
 ,2013,신규,21.11~22.11,2021,종로 아인스빌,숭인동,"1,000",종로구,10,50,26,17.88, , ,1392-1,11110,9
 ,2005,신규,21.11~22.11,2021,경일오피스텔,숭인동,"1,000",종로구,10,52,29,25.68, , ,1367,11110,6
 ,2020, , ,2021,블루카운티 숭인Ⅰ,숭인동,"4,000",종로구,10,100,29,37.88, , ,217-16,11110,6
 ,2012,신규,21.10~22.10,2021,삼전솔하임2차,숭인동,"1,000",종로구,10,50,30,19.18, , ,296-19,11110,2
 ,2013,갱신,21.12~23.12,2021,종로 아인스빌,숭인동,"12,000",종로구,10,0,30,17.88,"12,000", ,1392-1,11110,7
 ,2013,신규,21.11~22.11,2021,종로 아인스빌,숭인동,"3,000",종로구,10,42,30,17.88, , ,1392-1,11110,6
 ,2005,신규,21.11~22.11,2021,동양파라빌,숭인동,"2,000",종로구,10,50,30,27.09, , ,1388,11110,6
 ,2004,신규,21.12~23.12,2021,종로대우디오빌,숭인동,"17,000",종로구,10,0,30,36.87, , ,310,11110,14
사용,2017,갱신,21.11~22.11,2021,경희궁자이,교북동,"1,000",종로구,10,77,6,25.66,"1,000",74,126,11110,5
사용,2017,갱신,21.10~22.10,2021,경희궁자이,교북동,"1,000",종로구,10,88,19,25.91,"1,000",84,126,11110,5
 ,2017,신규,21.10~22.10,2021,경희궁자이,교북동,"1,000",종로구,10,84,20,27.62, , ,126,11110,5
 ,2017,신규,21.12~22.12,2021,경희궁자이,교북동,"1,000",종로구,10,95,29,25.66, , ,126,11110,4
 ,2005,신규,21.10~23.10,2021,세검정아트오피스텔,홍지동,"2,000",종로구,10,90,18,63.81, , ,104-21,11110,4
 ,2007, , ,2021,명동 엠퍼스트플레이스,충무로2가,"15,000",중구,10,9,2,18.6, , ,48-2,11140,7
 ,2007, ,21.11~23.11,2021,명동 엠퍼스트플레이스,충무로2가,"19,950",중구,10,0,9,18.6, , ,48-2,11140,7
 ,2007, ,21.10~22.10,2021,명동 엠퍼스트플레이스,충무로2가,"4,500",중구,10,55,12,18.6, , ,48-2,11140,10
 ,2007, ,21.11~23.11,2021,명동 엠퍼스트플레이스,충무로2가,"18,900",중구,10,0,18,18.6, , ,48-2,11140,5
 ,2007, , ,2021,명동 엠퍼스트플레이스,충무로2가,"3,700",중구,10,69,28,20.84, , ,48-2,11140,10
 ,2007, , ,2021,명동 엠퍼스트플레이스,충무로2가,"48,000",중구,10,0,30,41.41, , ,48-2,11140,11
 ,2007, , ,2021,명동 엠퍼스트플레이스,충무로2가,"2,000",중구,10,63,30,20.84, , ,48-2,11140,7
 ,2016,신규,21.10~22.09,2021,충무로엘크루메트로시티2,충무로5가,"1,000",중구,10,70,1,23.03, , ,36-2,11140,6
 ,2016,신규,21.11~22.11,2021,충무로엘크루메트로시티2,충무로5가,"1,000",중구,10,70,16,23.03, , ,36-2,11140,6
 ,1999,신규,21.10~22.12,2021,광희동금호트윈 오피스텔,광희동1가,"7,000",중구,10,8,16,19.8, , ,89-1,11140,12
 ,2020,신규,21.11~23.11,2021,남산 오렌지카운티,쌍림동,"18,000",중구,10,20,7,18.49, , ,106-14,11140,11
 ,2020,신규,21.11~23.01,2021,남산 오렌지카운티,쌍림동,"1,000",중구,10,78,9,18.49, , ,106-14,11140,6
 ,2020,신규,21.10~22.10,2021,남산 오렌지카운티,쌍림동,"3,000",중구,10,60,23,18.49, , ,106-14,11140,4
 ,2019, , ,2021,동원스위트을지,을지로6가,"24,900",중구,10,0,31,34.01, , ,48,11140,3
 ,2019, , ,2021,을지 웰 라이프,을지로4가,"27,300",중구,10,0,17,32.63, , ,187-9,11140,4
 ,2003, ,21.10~23.03,2021,정건벨라지오오피스텔,을지로5가,500,중구,10,50,6,21.94, , ,20-1,11140,13
 ,2003, , ,2021,정건벨라지오오피스텔,을지로5가,500,중구,10,50,9,21.94, , ,20-1,11140,6
 ,2005, ,21.10~22.10,2021,대성을지로오피스텔,을지로5가,"1,000",중구,10,60,12,25.49, , ,77-2,11140,12
 ,2004, , ,2021,삼성골드캐슬,을지로5가,"12,000",중구,10,0,28,20.18, , ,273-2,11140,7
 ,2020,신규,22.01~22.10,2021,오렌지카운티을지로,오장동,"1,000",중구,10,60,5,16.32, , ,145-1,11140,6
 ,2020,신규,21.10~22.01,2021,오렌지카운티을지로,오장동,500,중구,10,60,5,16.32, , ,145-1,11140,6
 ,2018,신규,21.10~23.10,2021,이지마루 오장,오장동,"1,000",중구,10,60,7,19.89, , ,206-34,11140,7
 ,2014,신규,21.10~22.10,2021,코발트팰리스,오장동,"1,000",중구,10,65,12,20.36, , ,90-24,11140,12
사용,2014,갱신,21.11~23.11,2021,코발트팰리스,오장동,"23,100",중구,10,0,19,39.35,"22,500", ,90-24,11140,13
 ,2014, , ,2021,코발트팰리스,오장동,"12,900",중구,10,0,26,20.07, , ,90-24,11140,12
 ,2013,신규,21.10~23.10,2021,엘크루 메트로시티,충무로3가,"10,000",중구,10,50,1,29.46, , ,49,11140,9
 ,2013,신규,21.10~23.10,2021,엘크루 메트로시티,충무로3가,"25,000",중구,10,0,1,29.46, , ,49,11140,18
 ,2013,신규,21.10~23.05,2021,엘크루 메트로시티,충무로3가,"1,000",중구,10,80,12,26.65, , ,49,11140,9
 ,2013,신규,21.11~23.11,2021,엘크루 메트로시티,충무로3가,"25,000",중구,10,0,24,36.72, , ,49,11140,9
 ,2013,신규,21.12~23.12,2021,엘크루 메트로시티,충무로3가,"23,000",중구,10,0,30,26.78, , ,49,11140,16
 ,2018, , ,2021,제이매크로 타워,저동2가,"18,900",중구,10,0,8,19.35, , ,7-2,11140,13
 ,2018, , ,2021,제이매크로 타워,저동2가,"2,000",중구,10,73,15,22.47, , ,7-2,11140,12
 ,2014,갱신,23.10~25.10,2021,신당아르브,신당동,"17,500",중구,10,0,5,21.31,"17,500", ,160-5,11140,9
 ,2018,신규,21.10~22.10,2021,아리스타 에스디,신당동,"1,000",중구,10,74,5,18.66, , ,160-1,11140,8
 ,2006,신규,21.11~23.11,2021,신당동 340-73 (문창도),신당동,"18,000",중구,10,0,5,35.6, , ,340-73,11140,8
 ,2018, , ,2021,아리스타 에스디,신당동,"3,000",중구,10,66,6,18.66, , ,160-1,11140,3
 ,2014, ,21.11~23.11,2021,신당아르브,신당동,"17,000",중구,10,0,16,21.31, , ,160-5,11140,15
 ,2020,신규,21.10~22.10,2021,은수빌딩,신당동,"1,000",중구,10,70,18,20.19, , ,120-1,11140,3
 ,2021, ,21.10~22.10,2021,(372-49),신당동,"3,000",중구,10,75,19,20.76, , ,372-49,11140,3
 ,2018,신규,21.11~23.11,2021,대현프리몰,신당동,"1,000",중구,10,70,27,21.37, , ,421-1,11140,8
 ,2003, , ,2021,(340-123),신당동,"14,000",중구,10,0,30,20.89, , ,340-123,11140,3
 ,2015,신규,21.11~23.11,2021,남산더힐A동,신당동,"26,000",중구,10,0,30,36.97, , ,420-17,11140,6
 ,2004, , ,2021,JK오피스텔,신당동,"11,500",중구,10,0,31,22.13, , ,353-22,11140,4
 ,2014, , ,2021,청계천 두산위브더제니스,흥인동,"3,000",중구,10,90,4,32.97, , ,13-1,11140,29
 ,2016, , ,2021,리마크빌 동대문,흥인동,"1,000",중구,10,91,5,30.3, , ,86,11140,12
 ,2014,갱신,21.11~22.11,2021,동대문 와이즈 캐슬,흥인동,"2,000",중구,10,55,5,19.92,"2,000",50,119,11140,4
 ,2016,신규,21.10~22.10,2021,동대문솔하임,흥인동,"1,000",중구,10,90,5,29.83, , ,8,11140,11
 ,2013,신규,21.10~22.10,2021,(91),흥인동,"1,000",중구,10,60,5,22.33, , ,91,11140,11
 ,2014,신규,21.10~22.06,2021,청계천 두산위브더제니스,흥인동,"3,000",중구,10,180,10,59.91, , ,13-1,11140,6
 ,2016, , ,2021,리마크빌 동대문,흥인동,"1,000",중구,10,79,13,24.65, , ,86,11140,18
 ,2014,신규,21.11~23.11,2021,청계천 두산위브더제니스,흥인동,"29,000",중구,10,0,16,35.77, , ,13-1,11140,22
 ,2016, , ,2021,리마크빌 동대문,흥인동,"1,000",중구,10,74,21,24.65, , ,86,11140,8
 ,2013,신규,21.11~22.11,2021,(91),흥인동,"1,000",중구,10,55,26,21.88, , ,91,11140,5
 ,2013,신규,21.12~22.12,2021,(91),흥인동,"8,000",중구,10,30,27,21.88, , ,91,11140,13
 ,2016, , ,2021,리마크빌 동대문,흥인동,"2,000",중구,10,153,27,57.57, , ,86,11140,20
 ,2014,신규,21.10~22.12,2021,청계천 두산위브더제니스,흥인동,"3,000",중구,10,90,28,34.61, , ,13-1,11140,13
 ,2013, , ,2021,(91),흥인동,"17,000",중구,10,0,30,25.01, , ,91,11140,4
 ,2017, , ,2021,골드캐슬Ⅲ,황학동,"2,000",중구,10,100,1,43.17, , ,1743,11140,4
 ,2019, , ,2021,더큐브II,황학동,"26,250",중구,10,0,1,44.29, , ,1448,11140,7
 ,2021,신규,21.10~22.10,2021,한양립스 이노와이즈,황학동,"1,000",중구,10,70,1,21.72, , ,1257,11140,10
 ,2003, , ,2021,중앙시티빌,황학동,"13,000",중구,10,0,2,31.04, , ,805,11140,4
 ,2021, , ,2021,메트하임 신당역 오피스텔,황학동,"21,000",중구,10,0,2,22.31, , ,1074-2,11140,14
 ,2021, , ,2021,메트하임 신당역 오피스텔,황학동,"19,000",중구,10,0,2,22.31, , ,1074-2,11140,5
 ,2014,신규,21.10~22.10,2021,황학동 복합시설(DUO302),황학동,"1,000",중구,10,65,2,22.52, , ,819,11140,19
 ,2021, ,21.10~22.10,2021,한양립스 이노와이즈,황학동,"3,000",중구,10,63,2,21.72, , ,1257,11140,6
 ,2014, ,21.11~23.11,2021,아미인,황학동,"16,800",중구,10,0,4,24.15, , ,836,11140,5
 ,2021, ,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"44,000",중구,10,0,4,46.17, , ,1074-2,11140,12
 ,2021,신규,21.10~23.10,2021,메트하임 신당역 오피스텔,황학동,"22,500",중구,10,0,5,24.19, , ,1074-2,11140,6
 ,2021, ,21.10~22.11,2021,한양립스 이노와이즈,황학동,"6,000",중구,10,50,5,21.72, , ,1257,11140,6
 ,2021,신규,21.10~23.10,2021,메트하임 신당역 오피스텔,황학동,"19,500",중구,10,0,5,22.31, , ,1074-2,11140,9
 ,2021,신규,21.11~23.11,2021,한양립스 이노와이즈,황학동,"20,000",중구,10,0,5,21.72, , ,1257,11140,12
 ,2017, , ,2021,골드캐슬Ⅲ,황학동,"26,200",중구,10,0,6,43.17, , ,1743,11140,5
 ,2021, , ,2021,한양립스 이노와이즈,황학동,"18,500",중구,10,0,6,21.72, , ,1257,11140,5
 ,2021,신규,21.10~23.10,2021,메트하임 신당역 오피스텔,황학동,"22,270",중구,10,0,6,22.31, , ,1074-2,11140,18
 ,2021,신규,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"34,700",중구,10,0,7,37.44, , ,1074-2,11140,6
 ,2021, ,21.11~23.11,2021,한양립스 이노와이즈,황학동,"18,000",중구,10,0,7,21.72, , ,1257,11140,3
 ,2021, ,21.10~23.10,2021,한양립스 이노와이즈,황학동,"33,500",중구,10,0,7,36.07, , ,1257,11140,7
 ,2019, ,21.11~23.10,2021,마블플레이스,황학동,"17,325",중구,10,0,7,24.43, , ,1596,11140,9
 ,2021, ,21.11~23.11,2021,한양립스 이노와이즈,황학동,"19,000",중구,10,0,7,21.72, , ,1257,11140,10
 ,2021, ,21.11~23.11,2021,한양립스 이노와이즈,황학동,"19,500",중구,10,0,8,21.72, , ,1257,11140,8
 ,2014,신규,21.11~23.11,2021,블루카운티Ⅱ,황학동,"29,000",중구,10,0,9,49.43, , ,1628,11140,6
 ,2021, ,21.10~22.10,2021,한양립스 이노와이즈,황학동,"1,000",중구,10,65,9,18.56, , ,1257,11140,10
 ,2021, ,21.10~22.10,2021,한양립스 이노와이즈,황학동,"1,000",중구,10,67,9,18.56, , ,1257,11140,11
 ,2021,신규,21.10~23.10,2021,한양립스 이노와이즈,황학동,"1,000",중구,10,70,9,21.72, , ,1257,11140,3
 ,2021,신규,21.10~23.10,2021,한양립스 이노와이즈,황학동,"19,000",중구,10,0,11,21.72, , ,1257,11140,12
 ,2021,신규,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"21,000",중구,10,0,11,22.31, , ,1074-2,11140,17
 ,2016,신규,21.10~23.10,2021,하늘드리움2차,황학동,"2,000",중구,10,98,11,38.31, , ,876,11140,2
 ,2019, , ,2021,소미골드라인,황학동,"25,200",중구,10,0,11,36.14, , ,955,11140,3
 ,2019, , ,2021,더큐브II,황학동,"34,000",중구,10,4,12,58.93, , ,1448,11140,5
 ,2019, , ,2021,더큐브II,황학동,"34,000",중구,10,4,12,58.93, , ,1448,11140,5
 ,2021,신규,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"18,700",중구,10,0,12,22.31, , ,1074-2,11140,4
 ,2021,신규,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"20,000",중구,10,0,12,22.31, , ,1074-2,11140,5
 ,2021, ,21.11~23.11,2021,한양립스 이노와이즈,황학동,"19,000",중구,10,0,12,21.72, , ,1257,11140,9
 ,2021,신규,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"21,000",중구,10,0,12,22.31, , ,1074-2,11140,15
 ,2016, , ,2021,하늘드리움2차,황학동,"1,000",중구,10,105,12,38.31, , ,876,11140,4
 ,2021,신규,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"21,000",중구,10,0,12,22.31, , ,1074-2,11140,17
 ,2013,신규,21.10~23.10,2021,한양 I-Class,황학동,"13,000",중구,10,0,13,19.05, , ,787,11140,10
 ,2021,신규,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"38,200",중구,10,0,13,40.47, , ,1074-2,11140,13
 ,2021,신규,21.10~23.10,2021,한양립스 이노와이즈,황학동,"1,000",중구,10,60,13,18.56, , ,1257,11140,3
 ,2021, ,21.11~23.11,2021,한양립스 이노와이즈,황학동,"19,000",중구,10,0,14,21.72, , ,1257,11140,9
 ,2021, ,21.11~23.11,2021,한양립스 이노와이즈,황학동,"16,000",중구,10,0,14,18.56, , ,1257,11140,4
 ,2021,신규,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"23,000",중구,10,0,14,24.19, , ,1074-2,11140,5
 ,2017,갱신,21.10~23.10,2021,(1079),황학동,"28,300",중구,10,0,14,45.56,"27,000", ,1079,11140,4
 ,2021, ,21.10~22.10,2021,한양립스 이노와이즈,황학동,"1,000",중구,10,65,15,21.72, , ,1257,11140,2
 ,2021,신규,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"32,000",중구,10,0,15,37.44, , ,1074-2,11140,12
 ,2015,신규,21.12~23.12,2021,골드캐슬Ⅰ,황학동,"22,500",중구,10,0,15,40.61, , ,1725,11140,3
 ,2021,신규,21.11~23.11,2021,한양립스 이노와이즈,황학동,"33,000",중구,10,0,15,36.07, , ,1257,11140,8
 ,2021,신규,21.10~23.10,2021,한양립스 이노와이즈,황학동,"16,500",중구,10,0,15,18.56, , ,1257,11140,11
 ,2021,신규,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"18,000",중구,10,0,15,22.31, , ,1074-2,11140,4
 ,2021, , ,2021,한양립스 이노와이즈,황학동,"3,000",중구,10,60,16,18.56, , ,1257,11140,6
 ,2021, , ,2021,한양립스 이노와이즈,황학동,"5,000",중구,10,35,16,18.56, , ,1257,11140,3
 ,2014,신규,21.11~23.11,2021,황학동 복합시설(DUO302),황학동,"17,000",중구,10,0,16,22.52, , ,819,11140,7
 ,2021, , ,2021,메트하임 신당역 오피스텔,황학동,"41,000",중구,10,0,16,46.17, , ,1074-2,11140,8
 ,2021,신규,21.11~22.11,2021,한양립스 이노와이즈,황학동,"17,000",중구,10,0,18,21.72, , ,1257,11140,2
사용,2016,갱신,21.10~22.10,2021,하늘드리움2차,황학동,"3,000",중구,10,92,18,38.32,"3,000",92,876,11140,5
 ,2021,신규,21.12~23.12,2021,다베로,황학동,"44,500",중구,10,0,19,45.84, , ,970,11140,9
 ,2019, , ,2021,소미골드라인,황학동,"25,000",중구,10,0,19,36.26, , ,951,11140,2
 ,2021,신규,21.10~23.10,2021,한양립스 이노와이즈,황학동,"35,000",중구,10,0,19,36.07, , ,1257,11140,6
 ,2021,신규,21.11~23.11,2021,메트하임 신당역 오피스텔,황학동,"38,200",중구,10,0,19,40.47, , ,1074-2,11140,18
 ,2018, ,21.11~23.11,2021,벨로하우스황학,황학동,"22,000",중구,10,0,20,34.9, , ,1565,11140,5
 ,2021, ,21.10~23.10,2021,한양립스 이노와이즈,황학동,"17,000",중구,10,0,22,21.72, , ,1257,11140,5
 ,2021,신규,21.11~22.11,2021,한양립스 이노와이즈,황학동,"1,500",중구,10,110,22,36.07, , ,1257,11140,2
 ,2019, , ,2021,더큐브II,황학동,"13,000",중구,10,33,22,44.29, , ,1448,11140,5
 ,2017, , ,2021,(1079),황학동,"3,000",중구,10,70,22,29.16, , ,1079,11140,5
 ,2014,신규,21.11~23.11,2021,황학동 복합시설(DUO302),황학동,"15,000",중구,10,0,22,22.52, , ,819,11140,5
 ,2021, , ,2021,한양립스 이노와이즈,황학동,"30,000",중구,10,0,23,36.07, , ,1257,11140,2
 ,2014,신규,21.11~22.11,2021,황학동 복합시설(DUO302),황학동,"3,000",중구,10,55,23,23.06, , ,819,11140,8
 ,2014,신규,21.12~22.12,2021,황학동 복합시설(DUO302),황학동,"2,000",중구,10,60,24,22.52, , ,819,11140,18
 ,2014,신규,21.12~22.12,2021,황학동 복합시설(DUO302),황학동,"2,000",중구,10,60,24,23.06, , ,819,11140,18
 ,2021, , ,2021,메트하임 신당역 오피스텔,황학동,"34,700",중구,10,0,25,37.44, , ,1074-2,11140,6
 ,2004,신규,21.11~22.11,2021,신당역올리브2,황학동,"1,000",중구,10,55,26,23.82, , ,2484,11140,14
 ,2021, , ,2021,한양립스 이노와이즈,황학동,"3,000",중구,10,60,26,21.72, , ,1257,11140,3
 ,2019, , ,2021,소미골드라인,황학동,"24,675",중구,10,0,26,33.58, , ,951,11140,6
 ,2021,신규,21.11~23.11,2021,한양립스 이노와이즈,황학동,"20,000",중구,10,0,27,21.72, , ,1257,11140,7
 ,2014,신규,21.10~22.10,2021,아미인,황학동,500,중구,10,60,27,18.41, , ,836,11140,4
 ,2021, ,21.11~23.11,2021,한양립스 이노와이즈,황학동,"16,000",중구,10,0,28,18.56, , ,1257,11140,12
 ,2019,신규,21.10~22.10,2021,OR Plus Loft 오피스텔,황학동,"3,000",중구,10,60,28,20.98, , ,1694,11140,8
 ,2021,신규,21.10~22.10,2021,한양립스 이노와이즈,황학동,"1,000",중구,10,75,29,21.72, , ,1257,11140,11
 ,2021,신규,21.11~23.11,2021,한양립스 이노와이즈,황학동,"19,500",중구,10,0,30,21.72, , ,1257,11140,12
 ,2021, , ,2021,메트하임 신당역 오피스텔,황학동,"21,500",중구,10,0,31,22.31, , ,1074-2,11140,12
 ,2021, , ,2021,메트하임 신당역 오피스텔,황학동,"21,500",중구,10,0,31,22.31, , ,1074-2,11140,12
 ,2021, , ,2021,메트하임 신당역 오피스텔,황학동,"21,300",중구,10,0,31,22.31, , ,1074-2,11140,10
사용,2016,갱신,21.11~22.11,2021,덕수궁롯데캐슬,순화동,"10,000",중구,10,59,16,36.15,"10,000",56,217,11140,3
 ,2005,신규,21.11~22.11,2021,바비엥-2,의주로1가,"25,200",중구,10,0,6,40.22, , ,25-10,11140,5
 ,2006,신규,21.10~22.10,2021,브라운스톤서울,중림동,"2,000",중구,10,183,13,62.82, , ,355,11140,39
사용,2006,갱신,21.10~23.10,2021,브라운스톤서울,중림동,"63,000",중구,10,0,22,113.2,"60,000", ,355,11140,13
 ,2005,신규,21.10~23.10,2021,서울역 디오빌,만리동1가,"7,500",중구,10,35,2,27.74, , ,62-7,11140,4
 ,2005,신규,21.11~23.11,2021,서울역 디오빌,만리동1가,"45,000",중구,10,0,11,56.17, , ,62-7,11140,5
 ,2004,신규,21.11~23.11,2021,KCC 파크타운,만리동2가,"29,500",중구,10,0,1,32.02, , ,11-1,11140,5
