갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2021, , ,2021,충무로역 스위트엠,묵정동,"20,000",중구,5,0,13,18.57, , ,32-5,11140,7
 ,2021, , ,2021,충무로역 스위트엠,묵정동,"3,000",중구,5,70,15,18.57, , ,32-5,11140,11
 ,2021, , ,2021,충무로역 스위트엠,묵정동,"21,000",중구,5,0,17,18.57, , ,32-5,11140,13
 ,2021, ,21.06~23.06,2021,충무로역 스위트엠,묵정동,"20,000",중구,5,0,18,18.57, , ,32-5,11140,12
 ,2021, ,21.06~22.06,2021,충무로역 스위트엠,묵정동,"5,000",중구,5,60,22,18.57, , ,32-5,11140,10
 ,2021, , ,2021,충무로역 스위트엠,묵정동,"1,000",중구,5,70,23,18.97, , ,32-5,11140,9
 ,2021, ,21.05~22.05,2021,충무로역 스위트엠,묵정동,"1,000",중구,5,75,23,18.57, , ,32-5,11140,7
 ,2005, , ,2021,성진오피스텔,광희동2가,"7,000",중구,5,10,28,22.8, , ,194-1,11140,8
 ,2020, , ,2021,남산 오렌지카운티,쌍림동,"2,000",중구,5,70,4,18.49, , ,106-14,11140,5
 ,2019, , ,2021,을지 웰 라이프,을지로4가,"22,000",중구,5,0,12,26.88, , ,187-9,11140,9
 ,2019, ,21.07~23.06,2021,을지 웰 라이프,을지로4가,"25,700",중구,5,0,15,34.59, , ,187-9,11140,3
 ,2003, ,21.05~23.05,2021,정건벨라지오오피스텔,을지로5가,500,중구,5,20,29,21.94, , ,20-1,11140,11
 ,2021, , ,2021,오장동 오팰리오,오장동,"18,000",중구,5,0,10,18.12, , ,139-7,11140,3
 ,2013, , ,2021,엘크루 메트로시티,충무로3가,"21,000",중구,5,0,1,26.65, , ,49,11140,17
 ,2013, , ,2021,엘크루 메트로시티,충무로3가,"21,000",중구,5,0,7,28.94, , ,49,11140,8
 ,2013, ,21.06~23.06,2021,엘크루 메트로시티,충무로3가,"8,000",중구,5,65,8,36.46, , ,49,11140,12
 ,2013, ,21.06~23.06,2021,엘크루 메트로시티,충무로3가,"23,000",중구,5,0,15,28.94, , ,49,11140,8
 ,2018, , ,2021,제이매크로 타워,저동2가,"2,000",중구,5,160,6,55.19, , ,7-2,11140,14
 ,2018, , ,2021,제이매크로 타워,저동2가,"3,000",중구,5,70,17,19.35, , ,7-2,11140,12
 ,2018, , ,2021,제이매크로 타워,저동2가,"10,000",중구,5,40,24,19.35, , ,7-2,11140,6
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,1,20.34, , ,372-49,11140,4
 ,2021, , ,2021,(372-49),신당동,"22,000",중구,5,0,3,20.34, , ,372-49,11140,5
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,3,20.34, , ,372-49,11140,2
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,3,20.34, , ,372-49,11140,2
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,3,20.34, , ,372-49,11140,4
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,3,20.34, , ,372-49,11140,2
 ,2004, , ,2021,JK오피스텔,신당동,"9,450",중구,5,0,3,22.75, , ,353-22,11140,2
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,4,20.34, , ,372-49,11140,5
 ,2021, , ,2021,(372-49),신당동,"21,000",중구,5,0,4,20.76, , ,372-49,11140,10
 ,2021, , ,2021,(372-49),신당동,"22,000",중구,5,0,4,20.76, , ,372-49,11140,10
 ,2021, , ,2021,(372-49),신당동,"22,000",중구,5,0,5,20.34, , ,372-49,11140,7
 ,2014, , ,2021,신당아르브,신당동,"15,000",중구,5,0,7,21.31, , ,160-5,11140,12
 ,2021, , ,2021,(372-49),신당동,"22,000",중구,5,0,7,20.34, , ,372-49,11140,7
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,8,20.34, , ,372-49,11140,4
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,8,20.34, , ,372-49,11140,9
 ,2014, ,21.06~21.11,2021,신당아르브,신당동,"1,000",중구,5,65,8,21.31, , ,160-5,11140,16
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,8,20.34, , ,372-49,11140,3
 ,2020, , ,2021,(251-10),신당동,"4,000",중구,5,21,9,22.29, , ,251-10,11140,7
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,11,20.34, , ,372-49,11140,2
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,13,20.34, , ,372-49,11140,4
 ,2014, , ,2021,신당아르브,신당동,"16,800",중구,5,0,15,21.31, , ,160-5,11140,15
 ,2021, ,21.05~23.05,2021,자강헌,신당동,"10,000",중구,5,56,15,26.05, , ,367-12,11140,4
 ,2004, , ,2021,JK오피스텔,신당동,"13,000",중구,5,0,18,22.75, , ,353-22,11140,2
 ,2016, ,21.07~23.07,2021,신당역솔하임,신당동,"18,000",중구,5,0,21,18.8, , ,140-23,11140,13
 ,2004, ,21.07~23.07,2021,JK오피스텔,신당동,"10,000",중구,5,0,22,25.91, , ,353-22,11140,2
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,24,20.34, , ,372-49,11140,2
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,25,20.34, , ,372-49,11140,5
 ,2021, , ,2021,(372-49),신당동,"20,000",중구,5,0,26,20.34, , ,372-49,11140,6
 ,2004, ,21.05~22.05,2021,신당동 오피스텔,신당동,300,중구,5,37,26,14.06, , ,294-64,11140,5
 ,2014, ,21.06~22.06,2021,신당아르브,신당동,"6,000",중구,5,40,28,21.31, , ,160-5,11140,16
 ,2021, ,21.06~23.06,2021,자강헌,신당동,"2,000",중구,5,75,29,24.05, , ,367-12,11140,4
 ,2014, ,21.06~23.06,2021,동대문 와이즈 캐슬,흥인동,"15,000",중구,5,0,22,19.92, , ,119,11140,5
 ,2018, ,21.08~23.08,2021,위더스하임,흥인동,"19,200",중구,5,0,26,24.48, , ,142-1,11140,5
 ,2017, , ,2021,주건축물제1동,황학동,"29,000",중구,5,0,1,41.58, , ,1452,11140,12
 ,2014, , ,2021,황학동 복합시설(DUO302),황학동,"1,000",중구,5,65,1,22.52, , ,819,11140,4
 ,2017, ,21.06~23.06,2021,(1079),황학동,"19,000",중구,5,0,5,29.16, , ,1079,11140,2
 ,2016, , ,2021,신당블루카운티,황학동,"24,000",중구,5,0,6,28.58, , ,846,11140,7
 ,2013, , ,2021,블루카운티,황학동,"26,000",중구,5,0,6,41.87, , ,1519,11140,5
 ,2016, , ,2021,신당블루카운티,황학동,"20,000",중구,5,0,6,28.58, , ,846,11140,7
 ,2016, ,21.06~23.06,2021,신당블루카운티,황학동,"24,000",중구,5,0,6,28.58, , ,846,11140,7
 ,2019, , ,2021,OR Plus Loft 오피스텔,황학동,"2,000",중구,5,65,7,22.63, , ,1694,11140,10
 ,2014, , ,2021,아미인,황학동,"17,000",중구,5,0,7,24.15, , ,836,11140,3
 ,2019, , ,2021,베네스트,황학동,"21,800",중구,5,0,7,34.89, , ,855,11140,11
 ,2019, , ,2021,베네스트,황학동,"23,500",중구,5,0,9,35.11, , ,855,11140,6
 ,2020, , ,2021,케렌시아청계,황학동,"30,000",중구,5,0,10,29.98, , ,1749,11140,9
 ,2013, , ,2021,한양 I-Class,황학동,"5,000",중구,5,40,10,19.05, , ,787,11140,4
 ,2019, ,21.06~22.06,2021,OR Plus Loft 오피스텔,황학동,"5,000",중구,5,65,11,23.98, , ,1694,11140,10
 ,2013, , ,2021,한양 I-Class,황학동,"17,500",중구,5,0,11,29.64, , ,787,11140,2
 ,2019, , ,2021,청계리버팰리스A,황학동,"23,500",중구,5,0,12,37.66, , ,2033,11140,3
 ,2014, , ,2021,황학동 복합시설(DUO302),황학동,"1,000",중구,5,65,13,22.52, , ,819,11140,4
 ,2004, , ,2021,신당역올리브2,황학동,"1,000",중구,5,55,15,23.82, , ,2484,11140,8
 ,2019, , ,2021,소미골드라인,황학동,"24,100",중구,5,0,15,33.58, , ,951,11140,3
 ,2019, , ,2021,베네스트,황학동,"23,600",중구,5,0,15,36.97, , ,855,11140,6
 ,2019, , ,2021,테인트리즈,황학동,"26,700",중구,5,0,16,37.57, , ,1087,11140,6
 ,2014, , ,2021,블루카운티Ⅱ,황학동,"30,000",중구,5,0,17,48.22, , ,1628,11140,8
 ,2019, , ,2021,테인트리즈,황학동,"26,250",중구,5,0,18,38.26, , ,1087,11140,6
 ,2017, , ,2021,골드캐슬Ⅲ,황학동,"26,250",중구,5,0,18,43.97, , ,1743,11140,2
 ,2013, ,21.06~22.06,2021,한양 I-Class,황학동,"1,000",중구,5,55,22,19.05, , ,787,11140,11
 ,2013, , ,2021,블루카운티,황학동,"26,000",중구,5,0,22,42.84, , ,1519,11140,5
 ,2019, , ,2021,OR Plus Loft 오피스텔,황학동,"2,000",중구,5,75,25,20.87, , ,1694,11140,2
 ,2014, ,21.06~23.06,2021,황학동 복합시설(DUO302),황학동,"3,000",중구,5,55,25,23.06, , ,819,11140,15
 ,존재하지 않음, , ,2021,주건축물제1동,황학동,"15,700",중구,5,0,25,21.32, , ,19,11140,5
 ,2014, , ,2021,블루카운티Ⅱ,황학동,"28,000",중구,5,0,26,49.43, , ,1628,11140,3
 ,2013, ,21.06~22.06,2021,한양 I-Class,황학동,"1,000",중구,5,60,26,19.05, , ,787,11140,8
 ,2013, ,21.07~23.07,2021,한양 I-Class,황학동,"12,500",중구,5,0,26,19.05, , ,787,11140,5
 ,2017, ,21.07~23.07,2021,주건축물제1동,황학동,"33,000",중구,5,0,27,57.81, , ,1452,11140,9
 ,존재하지 않음, , ,2021,밸류 에스엘,황학동,"25,800",중구,5,0,28,42.7, , ,1496,11140,3
 ,2014, ,21.06~23.06,2021,블루카운티Ⅱ,황학동,"26,200",중구,5,0,28,49.43, , ,1628,11140,9
 ,존재하지 않음, ,21.06~23.06,2021,주건축물제1동,황학동,"16,200",중구,5,0,29,23.23, , ,19,11140,9
 ,존재하지 않음, ,21.06~22.06,2021,주건축물제1동,황학동,"15,225",중구,5,0,29,21.32, , ,19,11140,9
 ,2014, , ,2021,황학동 복합시설(DUO302),황학동,"12,600",중구,5,0,29,23.06, , ,819,11140,6
 ,2016, , ,2021,덕수궁롯데캐슬,순화동,"29,000",중구,5,0,26,36.15, , ,217,11140,12
 ,2016, ,21.08~23.08,2021,덕수궁롯데캐슬,순화동,"36,000",중구,5,0,26,41.14, , ,217,11140,4
 ,2005, ,21.07~23.07,2021,바비엥-2,의주로1가,"22,500",중구,5,0,31,29.48, , ,25-10,11140,7
 ,2006, , ,2021,브라운스톤서울,중림동,"10,000",중구,5,91,8,62.82, , ,355,11140,28
 ,2005, , ,2021,서울역 디오빌,만리동1가,"20,000",중구,5,0,3,27.74, , ,62-7,11140,4
 ,2005, ,21.05~22.05,2021,서울역 디오빌,만리동1가,"7,500",중구,5,35,31,27.74, , ,62-7,11140,4
 ,2004, , ,2021,KCC 파크타운,만리동2가,"34,650",중구,5,0,13,66.47, , ,11-1,11140,1
 ,2004, ,21.07~23.10,2021,KCC 파크타운,만리동2가,"10,000",중구,5,115,22,66.47, , ,11-1,11140,12
 ,2004, , ,2021,KCC 파크타운,만리동2가,"55,000",중구,5,0,29,66.47, , ,11-1,11140,6
 ,2004, , ,2021,KCC 파크타운,만리동2가,"55,000",중구,5,0,29,66.47, , ,11-1,11140,6
 ,2004, , ,2021,KCC 파크타운,만리동2가,"55,000",중구,5,0,29,66.47, , ,11-1,11140,4
 ,1990, , ,2021,(339-4),후암동,"6,000",용산구,5,50,28,34.38, , ,339-4,11170,6
 ,2004, , ,2021,갈월동 에이트리움,갈월동,"19,950",용산구,5,0,8,31.47, , ,101-49,11170,14
 ,2004, ,21.06~22.06,2021,갈월동 에이트리움,갈월동,"1,000",용산구,5,75,12,33.77, , ,101-49,11170,8
 ,2004, ,21.06~23.06,2021,갈월동 에이트리움,갈월동,"21,000",용산구,5,0,14,31.51, , ,101-49,11170,14
 ,2004, ,21.06~22.06,2021,갈월동 에이트리움,갈월동,"3,000",용산구,5,60,21,31.1, , ,101-49,11170,14
 ,2004, ,21.06~22.05,2021,그린빌파크,갈월동,"1,000",용산구,5,50,27,23.01, , ,53-19,11170,5
 ,2015, , ,2021,트윈시티 남산,동자동,"1,000",용산구,5,115,6,29.61, , ,56,11170,20
 ,2015, , ,2021,트윈시티 남산,동자동,"1,000",용산구,5,85,14,21.71, , ,56,11170,9
 ,2015, ,21.06~22.05,2021,트윈시티 남산,동자동,"1,000",용산구,5,115,20,29.61, , ,56,11170,18
 ,2015, ,21.05~22.05,2021,트윈시티 남산,동자동,"1,000",용산구,5,100,21,27.42, , ,56,11170,12
 ,2015, , ,2021,트윈시티 남산,동자동,"1,000",용산구,5,115,24,29.95, , ,56,11170,21
 ,2015, , ,2021,트윈시티 남산,동자동,500,용산구,5,100,28,27.42, , ,56,11170,20
 ,2018, , ,2021,용산파크뷰,원효로1가,"28,300",용산구,5,0,1,38.52, , ,46-3,11170,6
 ,2017, , ,2021,용산1차휴먼타운,원효로1가,"28,000",용산구,5,0,1,33.61, , ,120-20,11170,11
 ,2019, , ,2021,하람 휴,원효로1가,"27,300",용산구,5,0,5,29.56, , ,28-10,11170,8
 ,2021, , ,2021,시온캐슬용산,원효로1가,"23,000",용산구,5,0,13,24.4, , ,28-7,11170,4
 ,2021, , ,2021,시온캐슬용산,원효로1가,"21,000",용산구,5,0,14,21.1, , ,28-7,11170,5
 ,2018, , ,2021,용산파크뷰,원효로1가,"27,825",용산구,5,0,15,36.2, , ,46-3,11170,2
 ,2004, ,21.07~22.07,2021,디아뜨 센트럴,원효로1가,"16,000",용산구,5,0,22,25.5, , ,112-4,11170,4
 ,2004, ,21.08~22.08,2021,디아뜨 센트럴,원효로1가,"17,000",용산구,5,22,25,37.17, , ,112-4,11170,6
 ,2021, , ,2021,시온캐슬용산,원효로1가,"24,500",용산구,5,0,26,25.69, , ,28-7,11170,5
 ,2018, , ,2021,용산파크뷰,원효로1가,"20,000",용산구,5,0,27,19.46, , ,46-3,11170,2
 ,2021, , ,2021,시온캐슬용산,원효로1가,"1,000",용산구,5,90,28,25.69, , ,28-7,11170,4
 ,2014, , ,2021,아인하우스,원효로3가,"15,200",용산구,5,0,13,24.48, , ,277-36,11170,7
 ,2013, , ,2021,용산큐브,문배동,"17,500",용산구,5,0,1,17.46, , ,24-4,11170,12
 ,2004, , ,2021,삼라마이다스빌,문배동,"10,000",용산구,5,0,1,28.23, , ,40-19,11170,4
 ,2004, , ,2021,삼라마이다스빌,문배동,"18,000",용산구,5,0,1,28.23, , ,40-19,11170,6
 ,2015, , ,2021,용산KCC웰츠타워,문배동,"1,000",용산구,5,120,6,38.1, , ,11-10,11170,7
 ,2013, , ,2021,용산큐브,문배동,"18,300",용산구,5,0,8,17.46, , ,24-4,11170,9
 ,2015, , ,2021,용산KCC웰츠타워,문배동,"26,000",용산구,5,0,11,29.97, , ,11-10,11170,3
 ,2007, , ,2021,용산씨제이나인파크,문배동,"62,500",용산구,5,0,14,68.41, , ,24-6,11170,3
 ,2007, , ,2021,용산씨제이나인파크,문배동,"62,500",용산구,5,0,14,68.41, , ,24-6,11170,3
 ,2007, , ,2021,용산씨제이나인파크,문배동,"32,000",용산구,5,0,14,42.5, , ,24-6,11170,9
 ,2013, , ,2021,용산큐브,문배동,"19,000",용산구,5,0,15,17.46, , ,24-4,11170,3
 ,2017, ,21.05~23.05,2021,용산 리브,문배동,"31,500",용산구,5,0,19,42.25, , ,10-3,11170,12
 ,2013, , ,2021,용산큐브,문배동,500,용산구,5,70,20,17.46, , ,24-4,11170,11
 ,2012, , ,2021,프라임펠리스,문배동,"1,000",용산구,5,55,21,18.55, , ,24-8,11170,5
 ,2013, ,21.06~22.06,2021,용산큐브,문배동,"1,000",용산구,5,65,22,17.46, , ,24-4,11170,10
 ,2015, ,21.06~22.06,2021,용산KCC웰츠타워,문배동,"26,250",용산구,5,0,22,32.51, , ,11-10,11170,5
 ,2015, , ,2021,용산KCC웰츠타워,문배동,"23,000",용산구,5,0,22,29.97, , ,11-10,11170,8
 ,2005, ,21.07~23.07,2021,이안 용산1차,문배동,"45,000",용산구,5,0,22,63.2, , ,11-14,11170,12
 ,2005, ,21.10~23.10,2021,이안 용산1차,문배동,"27,500",용산구,5,30,22,73.56, , ,11-14,11170,3
 ,2017, ,21.06~23.06,2021,용산 리브,문배동,"32,000",용산구,5,0,22,42.25, , ,10-3,11170,12
 ,2007, ,21.06~23.06,2021,이안용산프리미어,문배동,"40,500",용산구,5,0,24,72.99, , ,3-3,11170,4
 ,2015, , ,2021,용산KCC웰츠타워,문배동,"25,000",용산구,5,0,27,29.69, , ,11-10,11170,3
 ,2015, ,21.06~23.06,2021,용산KCC웰츠타워,문배동,"20,000",용산구,5,0,29,23.44, , ,11-10,11170,6
 ,2015, ,21.06~23.06,2021,용산KCC웰츠타워,문배동,"18,900",용산구,5,0,31,23.44, , ,11-10,11170,7
 ,2017, , ,2021,용산푸르지오써밋,한강로2가,"35,247",용산구,5,0,3,44.7, , ,420,11170,32
 ,2004, , ,2021,대우디오빌한강로오피스텔,한강로2가,"1,000",용산구,5,75,4,22.05, , ,312-4,11170,4
 ,2017, , ,2021,용산푸르지오써밋,한강로2가,"32,414",용산구,5,0,8,42.64, , ,420,11170,37
 ,존재하지 않음, ,21.06~23.06,2021,래미안 용산 더 센트럴,한강로2가,"55,000",용산구,5,0,12,47.65, , ,422,11170,6
 ,2012, ,21.06~23.06,2021,위너스타워,한강로2가,"13,650",용산구,5,0,19,30.26, , ,2-132,11170,2
 ,2017, ,21.06~22.12,2021,용산푸르지오써밋,한강로2가,"28,941",용산구,5,0,20,29.85, , ,420,11170,22
 ,2004, , ,2021,대우디오빌한강로오피스텔,한강로2가,"21,000",용산구,5,0,20,22.05, , ,312-4,11170,14
 ,2005, ,21.06~22.06,2021,한강로벽산메가트리움,한강로2가,"1,000",용산구,5,80,21,32.15, , ,2-8,11170,3
 ,2017, , ,2021,용산푸르지오써밋,한강로2가,"45,000",용산구,5,0,21,29.85, , ,420,11170,18
 ,2004, ,21.06~22.06,2021,대우디오빌한강로오피스텔,한강로2가,"22,000",용산구,5,0,25,36.69, , ,312-4,11170,9
 ,2017, ,21.06~22.06,2021,용산푸르지오써밋,한강로2가,"42,000",용산구,5,0,28,44.89, , ,420,11170,21
 ,2004, ,21.07~23.06,2021,대우디오빌한강로오피스텔,한강로2가,"1,000",용산구,5,75,29,33.95, , ,312-4,11170,8
 ,2005, , ,2021,한강로벽산메가트리움,한강로2가,"23,100",용산구,5,0,30,29.54, , ,2-8,11170,28
 ,존재하지 않음, ,21.08~23.05,2021,래미안 용산 더 센트럴,한강로2가,"2,000",용산구,5,179,31,53, , ,422,11170,14
 ,2017, ,21.06~23.06,2021,용산푸르지오써밋,한강로2가,"43,000",용산구,5,0,31,44.21, , ,420,11170,19
 ,2004, , ,2021,한강대우트럼프월드3,한강로3가,"22,500",용산구,5,0,1,30.91, , ,65-230,11170,5
 ,2007, ,21.06~22.06,2021,용산 시티파크,한강로3가,"2,000",용산구,5,130,31,36.01, , ,63-387,11170,2
 ,2003, , ,2021,노블리안,상왕십리동,"11,000",성동구,5,20,3,30.81, , ,750,11200,8
 ,2003, ,21.07~23.07,2021,노블리안,상왕십리동,"5,000",성동구,5,40,18,30.81, , ,750,11200,15
 ,2003, ,21.06~22.05,2021,노블리안,상왕십리동,"3,000",성동구,5,60,19,30.81, , ,750,11200,7
 ,2019, , ,2021,센트럴큐브,상왕십리동,"28,000",성동구,5,0,22,35.22, , ,12-47,11200,4
 ,2003, , ,2021,노블리안,상왕십리동,"9,100",성동구,5,30,28,30.81, , ,750,11200,10
 ,2003, ,21.06~22.06,2021,노블리안,상왕십리동,"2,000",성동구,5,60,29,30.81, , ,750,11200,4
